date,amount,category,merchant,description,type,currency,balance
2024-06-10,-999.48,Healthcare,Apollo Pharmacy,Healthcare at Apollo Pharmacy,debit,INR,-40527.36000000001
2024-06-11,-1186.42,Utilities,BWSSB,Utilities at BWSSB,debit,INR,-41713.780000000006
2024-06-11,-1112.09,Utilities,Gas Agency,Utilities at Gas Agency,debit,INR,-42825.87
2024-06-11,-490.96,Entertainment,Hotstar,Entertainment at Hotstar,debit,INR,-43316.83
2024-06-12,-1744.87,Utilities,Gas Agency,Utilities at Gas Agency,debit,INR,-45061.700000000004
2024-06-12,-1217.63,Utilities,BESCOM,Utilities at BESCOM,debit,INR,-46279.33
2024-06-13,-138.8,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,-46418.130000000005
2024-06-13,-188.87,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,-46607.00000000001
2024-06-14,-4429.37,Shopping,Local Mall,Shopping at Local Mall,debit,INR,-51036.37000000001
2024-06-14,-2120.93,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,-53157.30000000001
2024-06-14,-128.37,Other,UPI Transfer,Other at UPI Transfer,debit,INR,-53285.67000000001
2024-06-16,-118.53,Dining Out,Zomato,Dining Out at Zomato,debit,INR,-53404.20000000001
2024-06-17,-109.13,Transport,Uber,Transport at Uber,debit,INR,-53513.33000000001
2024-06-18,-1407.49,Utilities,BESCOM,Utilities at BESCOM,debit,INR,-54920.82000000001
2024-06-19,-799.35,Groceries,Spencer's,Groceries at Spencer's,debit,INR,-55720.170000000006
2024-06-19,-1521.81,Healthcare,Apollo Pharmacy,Healthcare at Apollo Pharmacy,debit,INR,-57241.98
2024-06-20,-835.35,Utilities,Reliance Jio,Utilities at Reliance Jio,debit,INR,-58077.33
2024-06-20,-362.16,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,-58439.490000000005
2024-06-21,-2076.9,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,-60516.39000000001
2024-06-22,-2424.02,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,-62940.41
2024-06-22,-267.01,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,-63207.420000000006
2024-06-23,-256.27,Entertainment,Hotstar,Entertainment at Hotstar,debit,INR,-63463.69
2024-06-23,-89.34,Transport,Indian Oil,Transport at Indian Oil,debit,INR,-63553.03
2024-06-23,-1001.24,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,-64554.27
2024-06-24,-1689.23,Groceries,Spencer's,Groceries at Spencer's,debit,INR,-66243.5
2024-06-24,-184.82,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,-66428.32
2024-06-24,-2051.84,Groceries,DMart,Groceries at DMart,debit,INR,-68480.16
2024-06-24,-483.28,Transport,Indian Oil,Transport at Indian Oil,debit,INR,-68963.44
2024-06-25,-509.93,Dining Out,Swiggy,Dining Out at Swiggy,debit,INR,-69473.37
2024-06-25,-728.64,Entertainment,Hotstar,Entertainment at Hotstar,debit,INR,-70202.01
2024-06-26,-409.25,Entertainment,Gym,Entertainment at Gym,debit,INR,-70611.26
2024-06-27,-761.37,Healthcare,Local Clinic,Healthcare at Local Clinic,debit,INR,-71372.62999999999
2024-06-28,-2011.62,Groceries,Spencer's,Groceries at Spencer's,debit,INR,-73384.24999999999
2024-06-28,-1971.79,Utilities,Airtel,Utilities at Airtel,debit,INR,-75356.03999999998
2024-06-28,-3173.44,Shopping,Amazon India,Shopping at Amazon India,debit,INR,-78529.47999999998
2024-06-29,-1330.71,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,-79860.18999999999
2024-06-30,112005.64,Income,MNC Corp,Monthly Salary,credit,INR,32145.45000000001
2024-06-30,-579.32,Other,Miscellaneous,Other at Miscellaneous,debit,INR,31566.130000000012
2024-07-01,58002.71,Income,Tech Company,Monthly Salary,credit,INR,89568.84000000001
2024-07-01,-582.25,Transport,Uber,Transport at Uber,debit,INR,88986.59000000001
2024-07-02,-3747.62,Shopping,Medical Store,Shopping at Medical Store,debit,INR,85238.97000000002
2024-07-02,-926.51,Groceries,DMart,Groceries at DMart,debit,INR,84312.46000000002
2024-07-04,-1372.71,Shopping,Flipkart,Shopping at Flipkart,debit,INR,82939.75000000001
2024-07-06,-210.9,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,82728.85000000002
2024-07-06,-969.63,Entertainment,PVR Cinemas,Entertainment at PVR Cinemas,debit,INR,81759.22000000002
2024-07-06,-1729.11,Groceries,DMart,Groceries at DMart,debit,INR,80030.11000000002
2024-07-07,-1010.86,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,79019.25000000001
2024-07-08,-186.97,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,78832.28000000001
2024-07-09,-2334.19,Groceries,Spencer's,Groceries at Spencer's,debit,INR,76498.09000000001
2024-07-09,-552.52,Utilities,BESCOM,Utilities at BESCOM,debit,INR,75945.57
2024-07-09,-262.54,Dining Out,CCD,Dining Out at CCD,debit,INR,75683.03000000001
2024-07-10,-729.55,Healthcare,Local Clinic,Healthcare at Local Clinic,debit,INR,74953.48000000001
2024-07-11,-1043.13,Healthcare,Medical Tests,Healthcare at Medical Tests,debit,INR,73910.35
2024-07-11,-690.37,Healthcare,Medical Tests,Healthcare at Medical Tests,debit,INR,73219.98000000001
2024-07-12,-2022.73,Groceries,Spencer's,Groceries at Spencer's,debit,INR,71197.25000000001
2024-07-12,-1377.99,Healthcare,Hospital,Healthcare at Hospital,debit,INR,69819.26000000001
2024-07-13,-993.97,Other,ATM,Other at ATM,debit,INR,68825.29000000001
2024-07-13,-883.75,Entertainment,Netflix India,Entertainment at Netflix India,debit,INR,67941.54000000001
2024-07-14,-511.16,Utilities,Gas Agency,Utilities at Gas Agency,debit,INR,67430.38
2024-07-14,-1134.92,Groceries,DMart,Groceries at DMart,debit,INR,66295.46
2024-07-14,-622.35,Transport,Ola,Transport at Ola,debit,INR,65673.11
2024-07-14,-1810.23,Utilities,Reliance Jio,Utilities at Reliance Jio,debit,INR,63862.88
2024-07-15,-913.62,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,62949.259999999995
2024-07-15,-1849.18,Utilities,BESCOM,Utilities at BESCOM,debit,INR,61100.079999999994
2024-07-16,-1011.08,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,60088.99999999999
2024-07-17,-1111.85,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,58977.149999999994
2024-07-17,-368.58,Healthcare,Doctor Visit,Healthcare at Doctor Visit,debit,INR,58608.56999999999
2024-07-18,-280.98,Dining Out,Zomato,Dining Out at Zomato,debit,INR,58327.58999999999
2024-07-19,-315.35,Transport,BMTC,Transport at BMTC,debit,INR,58012.23999999999
2024-07-20,-606.14,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,57406.09999999999
2024-07-20,-275.2,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,57130.899999999994
2024-07-20,-615.22,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,56515.67999999999
2024-07-21,-210.29,Transport,Indian Oil,Transport at Indian Oil,debit,INR,56305.38999999999
2024-07-21,-634.9,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,INR,55670.48999999999
2024-07-22,-2351.38,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,53319.10999999999
2024-07-22,-960.52,Shopping,Local Mall,Shopping at Local Mall,debit,INR,52358.59
2024-07-22,-2029.79,Shopping,Medical Store,Shopping at Medical Store,debit,INR,50328.799999999996
2024-07-22,-578.57,Dining Out,KFC,Dining Out at KFC,debit,INR,49750.229999999996
2024-07-23,-1880.28,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,47869.95
2024-07-24,-1858.39,Groceries,DMart,Groceries at DMart,debit,INR,46011.56
2024-07-25,-2659.69,Shopping,Myntra,Shopping at Myntra,debit,INR,43351.869999999995
2024-07-25,-406.42,Other,Online Payment,Other at Online Payment,debit,INR,42945.45
2024-07-26,-2000.93,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,40944.52
2024-07-27,-1077.93,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,39866.59
2024-07-28,-752.74,Transport,HP Petrol,Transport at HP Petrol,debit,INR,39113.85
2024-07-28,-1481.73,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,37632.119999999995
2024-07-28,-319.19,Entertainment,Netflix India,Entertainment at Netflix India,debit,INR,37312.92999999999
2024-07-29,-5143.89,Shopping,Local Mall,Shopping at Local Mall,debit,INR,32169.039999999994
2024-07-30,-493.94,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,31675.099999999995
2024-07-30,-4013.7,Shopping,Myntra,Shopping at Myntra,debit,INR,27661.399999999994
2024-07-31,-1358.39,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,26303.009999999995
2024-08-01,57624.3,Income,Tech Company,Monthly Salary,credit,INR,83927.31
2024-08-01,-1122.52,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,82804.79
2024-08-01,-2002.78,Groceries,DMart,Groceries at DMart,debit,INR,80802.01
2024-08-01,-659.61,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,80142.4
2024-08-02,-480.05,Healthcare,Doctor Visit,Healthcare at Doctor Visit,debit,INR,79662.34999999999
2024-08-02,-972.78,Utilities,DTH Recharge,Utilities at DTH Recharge,debit,INR,78689.56999999999
2024-08-02,-367.76,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,78321.81
2024-08-03,-1425.34,Utilities,DTH Recharge,Utilities at DTH Recharge,debit,INR,76896.47
2024-08-03,-782.02,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,76114.45
2024-08-03,-1995.31,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,74119.14
2024-08-04,-1078.51,Entertainment,Hotstar,Entertainment at Hotstar,debit,INR,73040.63
2024-08-05,-396.66,Transport,Indian Oil,Transport at Indian Oil,debit,INR,72643.97
2024-08-06,-193.93,Transport,Uber,Transport at Uber,debit,INR,72450.04000000001
2024-08-06,-552.84,Transport,BMTC,Transport at BMTC,debit,INR,71897.20000000001
2024-08-07,-703.76,Dining Out,Swiggy,Dining Out at Swiggy,debit,INR,71193.44000000002
2024-08-07,-1969.86,Utilities,BESCOM,Utilities at BESCOM,debit,INR,69223.58000000002
2024-08-07,-1424.12,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,67799.46000000002
2024-08-08,-448.99,Dining Out,Domino's,Dining Out at Domino's,debit,INR,67350.47000000002
2024-08-09,-1448.37,Healthcare,Doctor Visit,Healthcare at Doctor Visit,debit,INR,65902.10000000002
2024-08-09,-163.04,Entertainment,Gym,Entertainment at Gym,debit,INR,65739.06000000003
2024-08-09,-241.75,Transport,BMTC,Transport at BMTC,debit,INR,65497.31000000003
2024-08-10,-563.95,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,64933.36000000003
2024-08-11,-163.44,Transport,HP Petrol,Transport at HP Petrol,debit,INR,64769.92000000003
2024-08-11,-586.15,Entertainment,Gym,Entertainment at Gym,debit,INR,64183.770000000026
2024-08-11,-4586.52,Shopping,Myntra,Shopping at Myntra,debit,INR,59597.25000000003
2024-08-12,-184.27,Entertainment,Gym,Entertainment at Gym,debit,INR,59412.98000000003
2024-08-13,-534.98,Transport,Indian Oil,Transport at Indian Oil,debit,INR,58878.00000000003
2024-08-14,-1657.49,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,57220.51000000003
2024-08-15,-546.29,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,INR,56674.22000000003
2024-08-15,-1176.57,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,55497.65000000003
2024-08-16,-446.22,Shopping,Local Mall,Shopping at Local Mall,debit,INR,55051.43000000003
2024-08-16,-642.47,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,54408.96000000003
2024-08-16,-1063.7,Other,Online Payment,Other at Online Payment,debit,INR,53345.26000000003
2024-08-17,-487.7,Dining Out,CCD,Dining Out at CCD,debit,INR,52857.560000000034
2024-08-17,-216.92,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,52640.640000000036
2024-08-17,-193.66,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,52446.98000000003
2024-08-18,-1798.02,Shopping,Amazon India,Shopping at Amazon India,debit,INR,50648.960000000036
2024-08-19,-1709.44,Utilities,BWSSB,Utilities at BWSSB,debit,INR,48939.52000000003
2024-08-19,-1247.43,Groceries,DMart,Groceries at DMart,debit,INR,47692.09000000003
2024-08-19,-2587.95,Shopping,Medical Store,Shopping at Medical Store,debit,INR,45104.140000000036
2024-08-21,-849.17,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,44254.97000000004
2024-08-22,-1949.32,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,42305.65000000004
2024-08-22,-566.16,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,41739.490000000034
2024-08-23,-1593.59,Other,Online Payment,Other at Online Payment,debit,INR,40145.90000000004
2024-08-23,-2774.93,Shopping,Medical Store,Shopping at Medical Store,debit,INR,37370.97000000004
2024-08-25,-676.37,Transport,Ola,Transport at Ola,debit,INR,36694.600000000035
2024-08-25,-433.1,Other,Online Payment,Other at Online Payment,debit,INR,36261.50000000004
2024-08-25,-562.0,Dining Out,CCD,Dining Out at CCD,debit,INR,35699.50000000004
2024-08-26,-2239.94,Shopping,Local Mall,Shopping at Local Mall,debit,INR,33459.560000000034
2024-08-26,-975.51,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,INR,32484.050000000036
2024-08-27,-1503.46,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,30980.590000000037
2024-08-27,-873.93,Transport,HP Petrol,Transport at HP Petrol,debit,INR,30106.660000000036
2024-08-27,-1434.41,Healthcare,Hospital,Healthcare at Hospital,debit,INR,28672.250000000036
2024-08-28,-1992.58,Other,ATM,Other at ATM,debit,INR,26679.670000000035
2024-08-28,-823.83,Utilities,DTH Recharge,Utilities at DTH Recharge,debit,INR,25855.840000000033
2024-08-28,-2056.79,Shopping,Medical Store,Shopping at Medical Store,debit,INR,23799.050000000032
2024-08-29,-579.95,Transport,Indian Oil,Transport at Indian Oil,debit,INR,23219.10000000003
2024-08-29,-3004.33,Shopping,Amazon India,Shopping at Amazon India,debit,INR,20214.770000000033
2024-08-29,-84.4,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,20130.37000000003
2024-08-30,-275.52,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,19854.85000000003
2024-08-31,-390.03,Transport,Ola,Transport at Ola,debit,INR,19464.820000000032
2024-09-01,-226.02,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,INR,19238.800000000032
2024-09-02,-3188.21,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,16050.590000000033
2024-09-03,-560.64,Entertainment,PVR Cinemas,Entertainment at PVR Cinemas,debit,INR,15489.950000000033
2024-09-03,-310.77,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,15179.180000000033
2024-09-03,-395.17,Transport,BMTC,Transport at BMTC,debit,INR,14784.010000000033
2024-09-04,-293.98,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,14490.030000000033
2024-09-04,-584.52,Entertainment,Netflix India,Entertainment at Netflix India,debit,INR,13905.510000000033
2024-09-04,-2191.98,Groceries,Spencer's,Groceries at Spencer's,debit,INR,11713.530000000033
2024-09-04,-1422.69,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,10290.840000000033
2024-09-05,-811.55,Groceries,Spencer's,Groceries at Spencer's,debit,INR,9479.290000000034
2024-09-05,-4337.41,Shopping,Amazon India,Shopping at Amazon India,debit,INR,5141.880000000034
2024-09-05,-2362.25,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,2779.6300000000338
2024-09-06,-1529.99,Utilities,Gas Agency,Utilities at Gas Agency,debit,INR,1249.6400000000338
2024-09-06,-2093.38,Groceries,DMart,Groceries at DMart,debit,INR,-843.7399999999664
2024-09-07,-596.84,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,-1440.5799999999663
2024-09-08,-405.4,Shopping,Flipkart,Shopping at Flipkart,debit,INR,-1845.9799999999664
2024-09-08,-402.55,Transport,HP Petrol,Transport at HP Petrol,debit,INR,-2248.5299999999665
2024-09-08,-3452.12,Shopping,Local Mall,Shopping at Local Mall,debit,INR,-5700.649999999967
2024-09-10,-1681.19,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,-7381.839999999967
2024-09-10,-2874.08,Shopping,Amazon India,Shopping at Amazon India,debit,INR,-10255.919999999967
2024-09-11,-1560.4,Shopping,Local Mall,Shopping at Local Mall,debit,INR,-11816.319999999967
2024-09-11,-759.11,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,-12575.429999999968
2024-09-12,-504.13,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,-13079.559999999967
2024-09-13,-399.63,Utilities,Gas Agency,Utilities at Gas Agency,debit,INR,-13479.189999999966
2024-09-13,-677.09,Other,Online Payment,Other at Online Payment,debit,INR,-14156.279999999966
2024-09-14,-395.11,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,-14551.389999999967
2024-09-14,-358.27,Utilities,Reliance Jio,Utilities at Reliance Jio,debit,INR,-14909.659999999967
2024-09-15,-214.89,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,-15124.549999999967
2024-09-15,-3722.9,Shopping,Myntra,Shopping at Myntra,debit,INR,-18847.449999999968
2024-09-16,-1657.76,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,-20505.209999999966
2024-09-16,-282.72,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,-20787.929999999968
2024-09-17,-534.22,Healthcare,Local Clinic,Healthcare at Local Clinic,debit,INR,-21322.14999999997
2024-09-18,-645.29,Entertainment,BookMyShow,Entertainment at BookMyShow,debit,INR,-21967.43999999997
2024-09-19,-2107.62,Shopping,Amazon India,Shopping at Amazon India,debit,INR,-24075.05999999997
2024-09-19,-359.59,Shopping,Amazon India,Shopping at Amazon India,debit,INR,-24434.64999999997
2024-09-20,-136.74,Dining Out,KFC,Dining Out at KFC,debit,INR,-24571.38999999997
2024-09-21,-1301.74,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,-25873.129999999972
2024-09-23,-865.56,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,-26738.689999999973
2024-09-23,-1461.7,Other,Online Payment,Other at Online Payment,debit,INR,-28200.389999999974
2024-09-24,-460.83,Other,Online Payment,Other at Online Payment,debit,INR,-28661.219999999976
2024-09-24,-612.47,Dining Out,McDonald's India,Dining Out at McDonald's India,debit,INR,-29273.689999999977
2024-09-24,-340.39,Transport,Indian Oil,Transport at Indian Oil,debit,INR,-29614.079999999976
2024-09-25,-1246.92,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,-30860.999999999978
2024-09-25,-277.01,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,-31138.009999999977
2024-09-25,-1413.83,Utilities,BESCOM,Utilities at BESCOM,debit,INR,-32551.839999999975
2024-09-26,-977.61,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,-33529.449999999975
2024-09-27,-1161.96,Other,Miscellaneous,Other at Miscellaneous,debit,INR,-34691.409999999974
2024-09-28,-885.31,Other,UPI Transfer,Other at UPI Transfer,debit,INR,-35576.71999999997
2024-09-30,-738.44,Entertainment,Hotstar,Entertainment at Hotstar,debit,INR,-36315.159999999974
2024-09-30,77866.66,Income,MNC Corp,Monthly Salary,credit,INR,41551.50000000003
2024-10-01,-632.6,Dining Out,CCD,Dining Out at CCD,debit,INR,40918.90000000003
2024-10-01,-2326.35,Groceries,DMart,Groceries at DMart,debit,INR,38592.55000000003
2024-10-04,-277.78,Dining Out,Local Restaurant,Dining Out at Local Restaurant,debit,INR,38314.77000000003
2024-10-05,-647.61,Groceries,Spencer's,Groceries at Spencer's,debit,INR,37667.16000000003
2024-10-05,-169.53,Transport,Ola,Transport at Ola,debit,INR,37497.630000000034
2024-10-06,-565.02,Other,Online Payment,Other at Online Payment,debit,INR,36932.61000000004
2024-10-07,-976.23,Groceries,DMart,Groceries at DMart,debit,INR,35956.380000000034
2024-10-07,-3710.56,Shopping,Flipkart,Shopping at Flipkart,debit,INR,32245.820000000032
2024-10-08,-623.73,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,31622.090000000033
2024-10-08,-1038.84,Groceries,Reliance Fresh,Groceries at Reliance Fresh,debit,INR,30583.250000000033
2024-10-08,-1201.27,Utilities,DTH Recharge,Utilities at DTH Recharge,debit,INR,29381.980000000032
2024-10-09,-3317.12,Shopping,Flipkart,Shopping at Flipkart,debit,INR,26064.860000000033
2024-10-09,-2503.98,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,23560.880000000034
2024-10-10,-1084.8,Entertainment,Gym,Entertainment at Gym,debit,INR,22476.080000000034
2024-10-10,-1292.18,Utilities,DTH Recharge,Utilities at DTH Recharge,debit,INR,21183.900000000034
2024-10-10,-272.38,Dining Out,KFC,Dining Out at KFC,debit,INR,20911.520000000033
2024-10-11,-418.03,Groceries,DMart,Groceries at DMart,debit,INR,20493.490000000034
2024-10-11,-1579.19,Other,ATM,Other at ATM,debit,INR,18914.300000000036
2024-10-12,-662.7,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,18251.600000000035
2024-10-12,-2384.79,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,15866.810000000034
2024-10-12,-1621.44,Utilities,Airtel,Utilities at Airtel,debit,INR,14245.370000000034
2024-10-13,-822.14,Groceries,Spencer's,Groceries at Spencer's,debit,INR,13423.230000000034
2024-10-14,-1294.16,Shopping,Medical Store,Shopping at Medical Store,debit,INR,12129.070000000034
2024-10-14,-89.05,Transport,Delhi Metro,Transport at Delhi Metro,debit,INR,12040.020000000035
2024-10-14,-641.82,Healthcare,Medical Tests,Healthcare at Medical Tests,debit,INR,11398.200000000035
2024-10-16,-972.64,Entertainment,PVR Cinemas,Entertainment at PVR Cinemas,debit,INR,10425.560000000036
2024-10-16,-429.11,Other,ATM,Other at ATM,debit,INR,9996.450000000035
2024-10-17,-856.32,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,9140.130000000036
2024-10-18,-541.02,Utilities,Reliance Jio,Utilities at Reliance Jio,debit,INR,8599.110000000035
2024-10-18,-598.75,Transport,BMTC,Transport at BMTC,debit,INR,8000.360000000035
2024-10-18,-854.89,Entertainment,Netflix India,Entertainment at Netflix India,debit,INR,7145.470000000035
2024-10-19,-413.24,Other,UPI Transfer,Other at UPI Transfer,debit,INR,6732.230000000035
2024-10-19,-473.1,Transport,Uber,Transport at Uber,debit,INR,6259.130000000035
2024-10-19,-1190.75,Utilities,DTH Recharge,Utilities at DTH Recharge,debit,INR,5068.380000000035
2024-10-20,-594.23,Healthcare,Medical Tests,Healthcare at Medical Tests,debit,INR,4474.150000000034
2024-10-20,-2123.41,Other,ATM,Other at ATM,debit,INR,2350.7400000000343
2024-10-20,-1596.57,Utilities,DTH Recharge,Utilities at DTH Recharge,debit,INR,754.1700000000344
2024-10-21,-1424.77,Shopping,Flipkart,Shopping at Flipkart,debit,INR,-670.5999999999656
2024-10-22,-1198.61,Shopping,Amazon India,Shopping at Amazon India,debit,INR,-1869.2099999999655
2024-10-23,-3518.41,Shopping,Flipkart,Shopping at Flipkart,debit,INR,-5387.619999999965
2024-10-24,-646.97,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,-6034.589999999966
2024-10-24,-160.91,Dining Out,Zomato,Dining Out at Zomato,debit,INR,-6195.499999999965
2024-10-25,-1595.21,Groceries,DMart,Groceries at DMart,debit,INR,-7790.7099999999655
2024-10-25,-925.68,Other,Online Payment,Other at Online Payment,debit,INR,-8716.389999999965
2024-10-26,-649.48,Transport,BMTC,Transport at BMTC,debit,INR,-9365.869999999964
2024-10-26,-532.61,Utilities,Airtel,Utilities at Airtel,debit,INR,-9898.479999999965
2024-10-26,-2114.32,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,-12012.799999999965
2024-10-27,-1204.61,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,-13217.409999999965
2024-10-27,-1237.96,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,-14455.369999999966
2024-10-28,-439.76,Groceries,Spencer's,Groceries at Spencer's,debit,INR,-14895.129999999966
2024-10-30,-1961.46,Groceries,Spencer's,Groceries at Spencer's,debit,INR,-16856.589999999967
2024-10-31,78448.68,Income,Tech Company,Monthly Salary,credit,INR,61592.090000000026
2024-10-31,-1820.46,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,59771.63000000003
2024-10-31,-2287.69,Shopping,Amazon India,Shopping at Amazon India,debit,INR,57483.940000000024
2024-10-31,-5198.69,Shopping,Brand Factory,Shopping at Brand Factory,debit,INR,52285.25000000002
2024-10-31,-1110.05,Entertainment,Amazon Prime,Entertainment at Amazon Prime,debit,INR,51175.20000000002
2024-11-01,-1334.03,Utilities,Gas Agency,Utilities at Gas Agency,debit,INR,49841.17000000002
2024-11-02,-1707.8,Groceries,Spencer's,Groceries at Spencer's,debit,INR,48133.37000000002
2024-11-03,-751.43,Transport,Auto Rickshaw,Transport at Auto Rickshaw,debit,INR,47381.94000000002
2024-11-04,-285.92,Entertainment,Gym,Entertainment at Gym,debit,INR,47096.02000000002
2024-11-05,-605.89,Healthcare,Doctor Visit,Healthcare at Doctor Visit,debit,INR,46490.13000000002
2024-11-05,-796.21,Transport,Uber,Transport at Uber,debit,INR,45693.92000000002
2024-11-06,-465.14,Utilities,BESCOM,Utilities at BESCOM,debit,INR,45228.78000000002
2024-11-08,-1598.71,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,43630.07000000002
2024-11-08,-683.56,Shopping,Local Mall,Shopping at Local Mall,debit,INR,42946.510000000024
2024-11-09,-643.92,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,42302.590000000026
2024-11-10,-1366.4,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,40936.190000000024
2024-11-11,-320.1,Dining Out,Swiggy,Dining Out at Swiggy,debit,INR,40616.090000000026
2024-11-11,-965.98,Groceries,Spencer's,Groceries at Spencer's,debit,INR,39650.11000000002
2024-11-12,-874.16,Entertainment,PVR Cinemas,Entertainment at PVR Cinemas,debit,INR,38775.95000000002
2024-11-13,-3780.18,Shopping,Flipkart,Shopping at Flipkart,debit,INR,34995.77000000002
2024-11-13,-936.35,Groceries,DMart,Groceries at DMart,debit,INR,34059.42000000002
2024-11-13,-883.23,Transport,BMTC,Transport at BMTC,debit,INR,33176.19000000002
2024-11-14,-1440.85,Other,UPI Transfer,Other at UPI Transfer,debit,INR,31735.34000000002
2024-11-14,-211.05,Other,UPI Transfer,Other at UPI Transfer,debit,INR,31524.29000000002
2024-11-15,-468.46,Groceries,Big Bazaar,Groceries at Big Bazaar,debit,INR,31055.83000000002
2024-11-16,-687.57,Other,Online Payment,Other at Online Payment,debit,INR,30368.26000000002
2024-11-17,-2028.14,Groceries,More Supermarket,Groceries at More Supermarket,debit,INR,28340.12000000002
2024-11-17,-179.16,Groceries,Local Kirana,Groceries at Local Kirana,debit,INR,28160.96000000002
2024-11-18,-589.56,Transport,Ola,Transport at Ola,debit,INR,27571.40000000002
2024-11-20,-178.28,Dining Out,Domino's,Dining Out at Domino's,debit,INR,27393.12000000002
2024-11-20,-295.88,Other,UPI Transfer,Other at UPI Transfer,debit,INR,27097.24000000002
